Athlete,Country,Gender,Discipline,Event,Year,Medal
"SMIGUN, Kristina",EST,Women,Cross Country Skiing,10KM,2006,Gold
"SMIGUN, Kristina",EST,Women,Cross Country Skiing,Combined 7.5 + 7.5Km Mass Start,2006,Gold
"SMIKKANEN, Kari",FIN,Men,Ice Hockey,Ice Hockey,1988,Silver
"SMIRNOV, Vladimir",URS,Men,Cross Country Skiing,15KM,1988,Bronze
"SMIRNOV, Vladimir",URS,Men,Cross Country Skiing,30KM Mass Start,1988,Silver
"SMIRNOV, Vladimir",URS,Men,Cross Country Skiing,4X10KM Relay,1988,Silver
"SMIRNOV, Vladimir",KAZ,Men,Cross Country Skiing,10KM Pursuit,1994,Silver
"SMIRNOV, Vladimir",KAZ,Men,Cross Country Skiing,50KM,1994,Gold
"SMIRNOV, Vladimir",KAZ,Men,Cross Country Skiing,Combined 10KM + 15KM Pursuit,1994,Silver
"SMIRNOV, Vladimir",KAZ,Men,Cross Country Skiing,Combined 10KM + 15KM Pursuit,1998,Bronze
"SMIRNOVA, Lyudmila",URS,Women,Figure skating,Pairs,1972,Silver
"SMIT, Gretha",NED,Women,Speed skating,5000M,2002,Silver
"SMITH, Fiona",CAN,Women,Ice Hockey,Ice Hockey,1998,Silver
"SMITH, Gordon",USA,Men,Ice Hockey,Ice Hockey,1932,Silver
"SMITH, Gordon",USA,Men,Ice Hockey,Ice Hockey,1936,Bronze
"SMITH, Mike",CAN,Men,Ice Hockey,Ice Hockey,2014,Gold
"SMITH, Randy",CAN,Men,Ice Hockey,Ice Hockey,1992,Silver
"SMITH, Reginald",CAN,Men,Ice Hockey,Ice Hockey,1924,Gold
"SMITH, Rusty",USA,Men,Short Track Speed Skating,500M,2002,Bronze
"SMITH, Rusty",USA,Men,Short Track Speed Skating,5000M Relay,2006,Bronze
"SMYSHLYAEV, Alexandr",RUS,Men,Freestyle Skiing,Moguls,2014,Bronze
"SMYTH, Ryan",CAN,Men,Ice Hockey,Ice Hockey,2002,Gold
"SNECK, Liisa-Maria",FIN,Women,Ice Hockey,Ice Hockey,1998,Bronze
"SNERSRUD, John",NOR,Men,Nordic Combined,Individual,1928,Bronze
"SNITE, Betsy",USA,Women,Alpine Skiing,Slalom,1960,Silver
"SNYTINA, Natalia",RUS,Women,Biathlon,4X7.5KM Relay,1994,Gold
"SÖBAK, Kjell",NOR,Men,Biathlon,4X7.5KM Relay,1984,Silver
"SÖDERGREN, Benny",SWE,Men,Cross Country Skiing,50KM,1976,Bronze
"SÖDERGREN, Karl Haakan",SWE,Men,Ice Hockey,Ice Hockey,1984,Bronze
"SÖDERGREN, Karl Haakan",SWE,Men,Ice Hockey,Ice Hockey,1988,Bronze
"SÖDERSTRÖM, Dan",SWE,Men,Ice Hockey,Ice Hockey,1980,Bronze
"SOEDERGREN, Anders",SWE,Men,Cross Country Skiing,4X10KM Relay,2006,Bronze
"SOEDERGREN, Anders",SWE,Men,Cross Country Skiing,4X10KM Relay,2010,Gold
"SOHER, Rodney",GBR,Men,Bobsleigh,Four-Man,1924,Silver
"SOININEN, Jani",FIN,Men,Ski Jumping,K120 Individual (90M),1998,Silver
"SOININEN, Jani",FIN,Men,Ski Jumping,K90 Individual (70M),1998,Gold
"SOLBERG, Magnar",NOR,Men,Biathlon,20KM,1968,Gold
"SOLBERG, Magnar",NOR,Men,Biathlon,4X7.5KM Relay,1968,Silver
"SOLBERG, Magnar",NOR,Men,Biathlon,20KM,1972,Gold
"SOLLANDER, Stig",SWE,Men,Alpine Skiing,Slalom,1956,Bronze
"SOLLMANN, Melitta",GDR,Women,Luge,Singles,1980,Silver
"SOLOGUBOV, Nikolaï",URS,Men,Ice Hockey,Ice Hockey,1956,Gold
"SOLOGUBOV, Nikolaï",URS,Men,Ice Hockey,Ice Hockey,1960,Bronze
"SOLOVIEV, Dmitri",RUS,Men,Figure skating,Team,2014,Gold
"SOMMERFELDT, Rene",GER,Men,Cross Country Skiing,4X10KM Relay,2002,Bronze
"SOMMERFELDT, Rene",GER,Men,Cross Country Skiing,4X10KM Relay,2006,Silver
"SONDRAL, Adne",NOR,Men,Speed skating,1500M,1992,Silver
"SONDRAL, Adne",NOR,Men,Speed skating,1500M,1998,Gold
"SONDRAL, Adne",NOR,Men,Speed skating,1500M,2002,Bronze
"SONG, Jae-Kun",KOR,Men,Short Track Speed Skating,5000M Relay,1992,Gold
"SONG, Suk-Woo",KOR,Men,Short Track Speed Skating,5000M Relay,2006,Gold
"SORMUNEN, Pasi",FIN,Men,Ice Hockey,Ice Hockey,1994,Bronze
"SOSTORICS, Colleen",CAN,Women,Ice Hockey,Ice Hockey,2002,Gold
"SOSTORICS, Colleen",CAN,Women,Ice Hockey,Ice Hockey,2006,Gold
"SOSTORICS, Colleen",CAN,Women,Ice Hockey,Ice Hockey,2010,Gold
"SOTNIKOVA, Adelina",RUS,Women,Figure skating,Individual,2014,Gold
"SOUKALOVA, Gabriela",CZE,Women,Biathlon,12.5KM Mass Start,2014,Silver
"SOUKALOVA, Gabriela",CZE,Women,Biathlon,Relay Mix,2014,Silver
"SOUKUP, Jaroslav",CZE,Men,Biathlon,10KM,2014,Bronze
"SOUKUP, Jaroslav",CZE,Men,Biathlon,Relay Mix,2014,Silver
"SPACEK, Jaroslav",CZE,Men,Ice Hockey,Ice Hockey,1998,Gold
"SPACEK, Jaroslav",CZE,Men,Ice Hockey,Ice Hockey,2006,Bronze
"SPAELTY, Valeria",SUI,Women,Curling,Curling,2006,Silver
"SPAIN, Francis Jones",USA,Men,Ice Hockey,Ice Hockey,1936,Bronze
"SPEER, Dieter",GDR,Men,Biathlon,4X7.5KM Relay,1972,Bronze
"SPIESS, Toni",AUT,Men,Alpine Skiing,Giant Slalom,1952,Bronze
"SPILLANE, Johnny",USA,Men,Nordic Combined,"Individual, Ski Jumping K90 (70M)",2010,Silver
"SPILLANE, Johnny",USA,Men,Nordic Combined,Sprint K120,2010,Silver
"SPILLANE, Johnny",USA,Men,Nordic Combined,"Team, 4X5 KM",2010,Silver
"SPOONER, Natalie",CAN,Women,Ice Hockey,Ice Hockey,2014,Gold
"ST-GELAIS, Marianne",CAN,Women,Short Track Speed Skating,3000M Relay,2010,Silver
"ST-GELAIS, Marianne",CAN,Women,Short Track Speed Skating,500M,2010,Silver
"ST-GELAIS, Marianne",CAN,Women,Short Track Speed Skating,3000M Relay,2014,Silver
"ST-LOUIS, France",CAN,Women,Ice Hockey,Ice Hockey,1998,Silver
"ST-LOUIS, Martin",CAN,Men,Ice Hockey,Ice Hockey,2014,Gold
"ST-PIERRE, Kim",CAN,Women,Ice Hockey,Ice Hockey,2002,Gold
"ST-PIERRE, Kim",CAN,Women,Ice Hockey,Ice Hockey,2010,Gold
"ST.GERMAIN, Ralph",CAN,Men,Ice Hockey,Ice Hockey,1936,Silver
"ST.LAURENT, Sam",CAN,Men,Ice Hockey,Ice Hockey,1992,Silver
"STAAL, Eric",CAN,Men,Ice Hockey,Ice Hockey,2010,Gold
"STACK, Frank",CAN,Men,Speed skating,10000M,1932,Bronze
"STACK, Kelli",USA,Women,Ice Hockey,Ice Hockey,2010,Silver
"STACK, Kelli",USA,Women,Ice Hockey,Ice Hockey,2014,Silver
"STAEHLI, Gregor",SUI,Men,Skeleton,Individual,2002,Bronze
"STAEHLI, Gregor",SUI,Men,Skeleton,Individual,2006,Bronze
"STAENZ, Phoebe",SUI,Women,Ice Hockey,Ice Hockey,2014,Bronze
"STALDER, Lara",SUI,Women,Ice Hockey,Ice Hockey,2014,Bronze
"STALLMAIER, Veronika",AUT,Women,Alpine Skiing,Downhill,1992,Bronze
"STANGASSINGER, Hans",FRG,Men,Luge,Doubles,1984,Gold
"STANGASSINGER, Thomas",AUT,Men,Alpine Skiing,Slalom,1994,Gold
"STARIKOV, Sergei",URS,Men,Ice Hockey,Ice Hockey,1980,Silver
"STARIKOV, Sergei",URS,Men,Ice Hockey,Ice Hockey,1984,Gold
"STARIKOV, Sergei",URS,Men,Ice Hockey,Ice Hockey,1988,Gold
"STARSHINOV, Viacheslav",URS,Men,Ice Hockey,Ice Hockey,1964,Gold
"STARSHINOV, Viacheslav",URS,Men,Ice Hockey,Ice Hockey,1968,Gold
"STASTNY, Bohuslav",TCH,Men,Ice Hockey,Ice Hockey,1972,Bronze
"STASTNY, Bohuslav",TCH,Men,Ice Hockey,Ice Hockey,1976,Silver
"STASTNY, Paul",USA,Men,Ice Hockey,Ice Hockey,2010,Silver
"STAUB, Roger",SUI,Men,Alpine Skiing,Giant Slalom,1960,Gold
"STAUDINGER, Wolfgang",FRG,Men,Luge,Doubles,1988,Bronze
"STAUFFER, William",SUI,Men,Bobsleigh,Two-Man,1932,Silver
"STECHER, Mario",AUT,Men,Nordic Combined,Team,2002,Bronze
"STECHER, Mario",AUT,Men,Nordic Combined,Team,2006,Gold
"STECHER, Mario",AUT,Men,Nordic Combined,"Team, 4X5 KM",2010,Gold
"STECHER, Mario",AUT,Men,Nordic Combined,"Team, 4X5 KM",2014,Bronze
"STECKLEIN, Lee",USA,Women,Ice Hockey,Ice Hockey,2014,Silver
"STEELE, Dan",USA,Men,Bobsleigh,Four-Man,2002,Bronze
"STEEN, Alexander",SWE,Men,Ice Hockey,Ice Hockey,2014,Silver
"STEFANSSON, Janne",SWE,Men,Cross Country Skiing,4X10KM Relay,1964,Gold
"STEGGALL, Zali",AUS,Women,Alpine Skiing,Slalom,1998,Bronze
"STEINBAUER, Walter",FRG,Men,Bobsleigh,Four-Man,1972,Bronze
"STEINER, Anton",AUT,Men,Alpine Skiing,Downhill,1984,Bronze
"STEINER, Walter",SUI,Men,Ski Jumping,K120 Individual (90M),1972,Silver
"STEINIGEN, Jens",GER,Men,Biathlon,4X7.5KM Relay,1992,Gold
"STEIRA, Kristin Stoermer",NOR,Women,Cross Country Skiing,4X5KM Relay,2010,Gold
"STEIRA, Kristin Stoermer",NOR,Women,Cross Country Skiing,30KM,2014,Bronze
"STELNOV, Igor",URS,Men,Ice Hockey,Ice Hockey,1984,Gold
"STELNOV, Igor",URS,Men,Ice Hockey,Ice Hockey,1988,Gold
"STENEN, Ole",NOR,Men,Nordic Combined,Individual,1932,Silver
"STENERSEN, Sverre",NOR,Men,Nordic Combined,Individual,1952,Bronze
"STENERSEN, Sverre",NOR,Men,Nordic Combined,Individual,1956,Gold
"STENGL, Manfred",AUT,Men,Luge,Doubles,1964,Gold
"STENIN, Boris",URS,Men,Speed skating,1500M,1960,Bronze
"STENINA, Valentina",URS,Women,Speed skating,3000M,1960,Silver
"STENINA, Valentina",URS,Women,Speed skating,3000M,1964,Silver
"STENMARK, Ingemar",SWE,Men,Alpine Skiing,Giant Slalom,1976,Bronze
"STENMARK, Ingemar",SWE,Men,Alpine Skiing,Giant Slalom,1980,Gold
"STENMARK, Ingemar",SWE,Men,Alpine Skiing,Slalom,1980,Gold
"STENSEN, Sten",NOR,Men,Speed skating,10000M,1972,Bronze
"STENSEN, Sten",NOR,Men,Speed skating,5000M,1972,Bronze
"STENSEN, Sten",NOR,Men,Speed skating,10000M,1976,Silver
"STENSEN, Sten",NOR,Men,Speed skating,5000M,1976,Gold
"STENSHJEMMET, Kai Arne",NOR,Men,Speed skating,1500M,1980,Silver
"STENSHJEMMET, Kai Arne",NOR,Men,Speed skating,5000M,1980,Silver
"STEPANSKAYA, Galina",URS,Women,Speed skating,1500M,1976,Gold
"STEPHENS, Kelly",USA,Women,Ice Hockey,Ice Hockey,2006,Bronze
"STEPHENSON, Wayne",CAN,Men,Ice Hockey,Ice Hockey,1968,Bronze
"STERNER, Ulf",SWE,Men,Ice Hockey,Ice Hockey,1964,Silver
"STETTLER, Heinz",SUI,Men,Bobsleigh,Four-Man,1984,Bronze
"STEUER, Ingo",GER,Men,Figure skating,Pairs,1998,Bronze
"STEURER, Florence",FRA,Women,Alpine Skiing,Slalom,1972,Bronze
"STEVENS, Curtis",USA,Men,Bobsleigh,Four-Man,1932,Silver
"STEVENS, Curtis",USA,Men,Bobsleigh,Two-Man,1932,Gold
"STEVENS, Francis Paul",USA,Men,Bobsleigh,Four-Man,1932,Silver
"STEVENS, J. Hubert",USA,Men,Bobsleigh,Four-Man,1932,Gold
"STEVENS, J. Hubert",USA,Men,Bobsleigh,Two-Man,1932,Bronze
"STIBOR, Karel",TCH,Men,Ice Hockey,Ice Hockey,1948,Silver
"STIEFEL, Anja",SUI,Women,Ice Hockey,Ice Hockey,2014,Bronze
"STIEGLER, Josef",AUT,Men,Alpine Skiing,Giant Slalom,1960,Silver
"STIEGLER, Josef",AUT,Men,Alpine Skiing,Giant Slalom,1964,Bronze
"STIEGLER, Josef",AUT,Men,Alpine Skiing,Slalom,1964,Gold
"STIEPL, Max",AUT,Men,Speed skating,10000M,1936,Bronze
"STILLMAN, Fredrik",SWE,Men,Ice Hockey,Ice Hockey,1994,Gold
"STINCHCOMBE, Archibald",GBR,Men,Ice Hockey,Ice Hockey,1936,Gold
"STOCH, Kamil",POL,Men,Ski Jumping,Large Hill,2014,Gold
"STOCH, Kamil",POL,Men,Ski Jumping,Normal Hill,2014,Gold
"STOCK, Leonhard",AUT,Men,Alpine Skiing,Downhill,1980,Gold
"STOCKER, Werner",SUI,Men,Bobsleigh,Four-Man,1988,Gold
"STOECKLI, Ralph",SUI,Men,Curling,Curling,2010,Bronze
"STOJKO, Elvis",CAN,Men,Figure skating,Individual,1994,Silver
"STOJKO, Elvis",CAN,Men,Figure skating,Individual,1998,Silver
"STOKKEN, Martin",NOR,Men,Cross Country Skiing,4X10KM Relay,1952,Silver
"STOLBOVA, Ksenia",RUS,Women,Figure skating,Pairs,2014,Silver
"STOLBOVA, Ksenia",RUS,Women,Figure skating,Team,2014,Gold
"STOLJAROV, Valerij",RUS,Men,Nordic Combined,Individual,1998,Bronze
"STOLTZ, Roland",SWE,Men,Ice Hockey,Ice Hockey,1964,Silver
"STONE, Nikki",USA,Women,Freestyle Skiing,Aerials,1998,Gold
"STORELID, Kjell",NOR,Men,Speed skating,10000M,1994,Silver
"STORELID, Kjell",NOR,Men,Speed skating,5000M,1994,Silver
"STORHOLT, Jan Egil",NOR,Men,Speed skating,1500M,1976,Gold
"STORSVEEN, Rolf",NOR,Men,Biathlon,4X7.5KM Relay,1984,Silver
"STOVIK, Vilibald",TCH,Men,Ice Hockey,Ice Hockey,1948,Silver
"STRAKA, Martin",CZE,Men,Ice Hockey,Ice Hockey,1998,Gold
"STRAKA, Martin",CZE,Men,Ice Hockey,Ice Hockey,2006,Bronze
"STRAND NILSEN, Harald Chr.",NOR,Men,Alpine Skiing,Alpine Combined,1994,Bronze
"STRANDBERG, Britt",SWE,Women,Cross Country Skiing,3X5KM Relay,1960,Gold
"STRANDBERG, Britt",SWE,Women,Cross Country Skiing,3X5KM Relay,1964,Silver
"STRANDBERG, Britt",SWE,Women,Cross Country Skiing,3X5KM Relay,1968,Silver
"STREET, Picabo",USA,Women,Alpine Skiing,Downhill,1994,Silver
"STREET, Picabo",USA,Women,Alpine Skiing,Super-G,1998,Gold
"STRENGA, Janis",LAT,Men,Bobsleigh,Four-Man,2014,Silver
"STROBEL, Eric",USA,Men,Ice Hockey,Ice Hockey,1980,Gold
"STROBL, Fritz",AUT,Men,Alpine Skiing,Downhill,2002,Gold
"STROBL, Georg",GER,Men,Ice Hockey,Ice Hockey,1932,Bronze
"STROEMBERG, Mika",FIN,Men,Ice Hockey,Ice Hockey,1994,Bronze
"STROLZ, Hubert",AUT,Men,Alpine Skiing,Alpine Combined,1988,Gold
"STROLZ, Hubert",AUT,Men,Alpine Skiing,Giant Slalom,1988,Silver
"STRÖMSTAD, Thoralf",NOR,Men,Cross Country Skiing,50KM,1924,Silver
"STRÖMSTAD, Thoralf",NOR,Men,Nordic Combined,Individual,1924,Silver
"STRUEBIN, Simon",SUI,Men,Curling,Curling,2010,Bronze
"STUBBS, Frank Raymond",USA,Men,Ice Hockey,Ice Hockey,1936,Bronze
"SUBBAN, Pk",CAN,Men,Ice Hockey,Ice Hockey,2014,Gold
"SUCHY, Jan",TCH,Men,Ice Hockey,Ice Hockey,1968,Silver
"SUCKSDORFF, Kurt",SWE,Men,Ice Hockey,Ice Hockey,1928,Silver
"SUIKHONEN, Liisa",FIN,Women,Cross Country Skiing,4X5KM Relay,1976,Silver
"SULANDER, Ari",FIN,Men,Ice Hockey,Ice Hockey,1998,Bronze
"SULLANMAA, Jani",FIN,Men,Curling,Curling,2006,Silver
"SULLIVAN, Francis Cornelius",CAN,Men,Ice Hockey,Ice Hockey,1952,Gold
"SULLIVAN, Frank Gerald",CAN,Men,Ice Hockey,Ice Hockey,1928,Gold
"SULLIVAN, Joseph Taylor",CAN,Men,Ice Hockey,Ice Hockey,1928,Gold
"SULZENBACHER, Klaus",AUT,Men,Nordic Combined,Individual,1988,Silver
"SULZENBACHER, Klaus",AUT,Men,Nordic Combined,Team,1988,Bronze
"SULZENBACHER, Klaus",AUT,Men,Nordic Combined,Individual,1992,Bronze
"SULZENBACHER, Klaus",AUT,Men,Nordic Combined,Team,1992,Bronze
"SUMANN, Christoph",AUT,Men,Biathlon,12.5Km Pursuit,2010,Silver
"SUMANN, Christoph",AUT,Men,Biathlon,4X7.5KM Relay,2010,Silver
"SUMANN, Christoph",AUT,Men,Biathlon,4X7.5KM Relay,2014,Bronze
"SUMNERS, Rosalyn",USA,Women,Figure skating,Individual,1984,Silver
"SUN, Dandan",CHN,Women,Short Track Speed Skating,3000M Relay,1998,Silver
"SUN, Dandan",CHN,Women,Short Track Speed Skating,3000M Relay,2002,Silver
"SUN, Linlin",CHN,Women,Short Track Speed Skating,3000M Relay,2010,Gold
"SUNDBY, Martin Johnsrud",NOR,Men,Cross Country Skiing,Combined 15+15K,2014,Bronze
"SUNDIN, Mats",SWE,Men,Ice Hockey,Ice Hockey,2006,Gold
"SUNDIN, Ronnie",SWE,Men,Ice Hockey,Ice Hockey,2006,Gold
"SUNDSTROM, Shana",USA,Women,Short Track Speed Skating,3000M Relay,1994,Bronze
"SUNG, Si-Bak",KOR,Men,Short Track Speed Skating,5000M Relay,2010,Silver
"SUNG, Si-Bak",KOR,Men,Short Track Speed Skating,500M,2010,Silver
"SUNOHARA, Vicky",CAN,Women,Ice Hockey,Ice Hockey,1998,Silver
"SUNOHARA, Vicky",CAN,Women,Ice Hockey,Ice Hockey,2002,Gold
"SUNOHARA, Vicky",CAN,Women,Ice Hockey,Ice Hockey,2006,Gold
"SURAYKIN, Andrey",URS,Men,Figure skating,Pairs,1972,Silver
"SUSI, Timo",FIN,Men,Ice Hockey,Ice Hockey,1988,Silver
"SUTER, Gary",USA,Men,Ice Hockey,Ice Hockey,2002,Silver
"SUTER, Robert",USA,Men,Ice Hockey,Ice Hockey,1980,Gold
"SUTER, Ryan",USA,Men,Ice Hockey,Ice Hockey,2010,Silver
"SUTHERLAND, Hugh",CAN,Men,Ice Hockey,Ice Hockey,1932,Gold
"SUUTARINEN, Juhani",FIN,Men,Biathlon,4X7.5KM Relay,1972,Silver
"SUUTARINEN, Juhani",FIN,Men,Biathlon,4X7.5KM Relay,1976,Silver
"SVAE, Christoffer",NOR,Men,Curling,Curling,2010,Silver
"SVAERD, Anna",SWE,Women,Curling,Curling,2006,Gold
"SVAERD, Anna",SWE,Women,Curling,Curling,2010,Gold
"SVAN, Gunde Anders",SWE,Men,Cross Country Skiing,15KM,1984,Gold
"SVAN, Gunde Anders",SWE,Men,Cross Country Skiing,30KM Mass Start,1984,Bronze
"SVAN, Gunde Anders",SWE,Men,Cross Country Skiing,4X10KM Relay,1984,Gold
"SVAN, Gunde Anders",SWE,Men,Cross Country Skiing,50KM,1984,Silver
"SVAN, Gunde Anders",SWE,Men,Cross Country Skiing,4X10KM Relay,1988,Gold
"SVAN, Gunde Anders",SWE,Men,Cross Country Skiing,50KM,1988,Gold
"SVANDA, Ladislav",TCH,Men,Cross Country Skiing,4X10KM Relay,1988,Bronze
"SVARTEDAL, Jens Arne",NOR,Men,Cross Country Skiing,Team Sprint,2006,Silver
"SVEHLA, Robert",TCH,Men,Ice Hockey,Ice Hockey,1992,Bronze
"SVENDSEN, Emil Hegle",NOR,Men,Biathlon,10KM,2010,Silver
"SVENDSEN, Emil Hegle",NOR,Men,Biathlon,20KM,2010,Gold
"SVENDSEN, Emil Hegle",NOR,Men,Biathlon,4X7.5KM Relay,2010,Gold
"SVENDSEN, Emil Hegle",NOR,Men,Biathlon,15KM Mass Start,2014,Gold
"SVENDSEN, Emil Hegle",NOR,Men,Biathlon,Relay Mix,2014,Gold
"SVENSSON, Kjell",SWE,Men,Ice Hockey,Ice Hockey,1964,Silver
"SVENSSON, Lars Ake",SWE,Men,Ice Hockey,Ice Hockey,1952,Bronze
"SVENSSON, Magnus",SWE,Men,Ice Hockey,Ice Hockey,1994,Gold
"SVENTEK, Stanislav",TCH,Men,Ice Hockey,Ice Hockey,1964,Bronze
"SVET, Mateja",YUG,Women,Alpine Skiing,Slalom,1988,Silver
"SVETLOV, Sergei",URS,Men,Ice Hockey,Ice Hockey,1988,Gold
"SVINDAL, Aksel Lund",NOR,Men,Alpine Skiing,Downhill,2010,Silver
"SVINDAL, Aksel Lund",NOR,Men,Alpine Skiing,Giant Slalom,2010,Bronze
"SVINDAL, Aksel Lund",NOR,Men,Alpine Skiing,Super-G,2010,Gold
"SVOBODA, Oldrich",TCH,Men,Ice Hockey,Ice Hockey,1992,Bronze
"SVOBODA, Petr",CZE,Men,Ice Hockey,Ice Hockey,1998,Gold
"SVOBODA, Radoslav",TCH,Men,Ice Hockey,Ice Hockey,1984,Silver
"SVOBODOVA, Gabriela",TCH,Women,Cross Country Skiing,4X5KM Relay,1984,Silver
"SYKORA, Thomas",AUT,Men,Alpine Skiing,Slalom,1998,Bronze
"SYNNOTT, Francis Allen",USA,Men,Ice Hockey,Ice Hockey,1924,Silver
"SZABADOS, Shannon",CAN,Women,Ice Hockey,Ice Hockey,2010,Gold
"SZABADOS, Shannon",CAN,Women,Ice Hockey,Ice Hockey,2014,Gold
"SZABO-PLANK, Herma",AUT,Women,Figure skating,Individual,1924,Gold
"SZELIG, Alexander",GER,Men,Bobsleigh,Four-Man,1994,Gold
"SZOLKOWY, Robin",GER,Men,Figure skating,Pairs,2010,Bronze
"SZOLKOWY, Robin",GER,Men,Figure skating,Pairs,2014,Bronze
"SZOLLAS, Laszlo",HUN,Men,Figure skating,Pairs,1932,Bronze
"SZOLLAS, Laszlo",HUN,Men,Figure skating,Pairs,1936,Bronze
"SZYMANSKI, Jan",POL,Men,Speed skating,Team Pursuit,2014,Bronze
"SZYMKOWIAK, Kerstin",GER,Women,Skeleton,Individual,2010,Silver
"TABATA, Maki",JPN,Women,Speed skating,Team Pursuit,2010,Silver
"TAGWERKER, Andrea",AUT,Women,Luge,Singles,1994,Bronze
"TAIPALE, Hannu",FIN,Men,Cross Country Skiing,4X10KM Relay,1968,Bronze
"TAJCNAR, Rudolf",TCH,Men,Ice Hockey,Ice Hockey,1972,Bronze
"TAKAHASHI, Daisuke",JPN,Men,Figure skating,Individual,2010,Bronze
"TAKALO, Helena",FIN,Women,Cross Country Skiing,3X5KM Relay,1972,Silver
"TAKALO, Helena",FIN,Women,Cross Country Skiing,10KM,1976,Silver
"TAKALO, Helena",FIN,Women,Cross Country Skiing,4X5KM Relay,1976,Silver
"TAKALO, Helena",FIN,Women,Cross Country Skiing,5KM,1976,Gold
"TAKALO, Helena",FIN,Women,Cross Country Skiing,10KM,1980,Bronze
"TAKEUCHI, Taku",JPN,Men,Ski Jumping,Teams,2014,Bronze
"TAKEUCHI, Tomoka",JPN,Women,Snowboard,Giant Parall.S.,2014,Silver
"TALANOVA, Nadejda",RUS,Women,Biathlon,4X7.5KM Relay,1994,Gold
"TALLINDER, Henrik",SWE,Men,Ice Hockey,Ice Hockey,2014,Silver
"TALLUS, Jaakko",FIN,Men,Nordic Combined,Individual,2002,Silver
"TALLUS, Jaakko",FIN,Men,Nordic Combined,Team,2002,Gold
"TALLUS, Jaakko",FIN,Men,Nordic Combined,Team,2006,Bronze
"TAMMI, Jukka",FIN,Men,Ice Hockey,Ice Hockey,1988,Silver
"TAMMI, Jukka",FIN,Men,Ice Hockey,Ice Hockey,1994,Bronze
"TAMMI, Jukka",FIN,Men,Ice Hockey,Ice Hockey,1998,Bronze
"TÄPP, Nils",SWE,Men,Cross Country Skiing,4X10KM Relay,1948,Gold
"TÄPP, Nils",SWE,Men,Cross Country Skiing,4X10KM Relay,1952,Bronze
"TARASOV, Sergei",RUS,Men,Biathlon,10KM,1994,Bronze
"TARASOV, Sergei",RUS,Men,Biathlon,20KM,1994,Gold
"TARASOV, Sergei",RUS,Men,Biathlon,4X7.5KM Relay,1994,Silver
"TARASOV, Sergei",RUS,Men,Biathlon,4X7.5KM Relay,1998,Bronze
"TARTAGLIA, Antonio",ITA,Men,Bobsleigh,Two-Man,1998,Gold
"TASCHLER, Gottlieb",ITA,Men,Biathlon,4X7.5KM Relay,1988,Bronze
"TAVARES, John",CAN,Men,Ice Hockey,Ice Hockey,2014,Gold
"TAYLOR, Irving",CAN,Men,Ice Hockey,Ice Hockey,1948,Gold
"TAYLOR, Ross Croft",CAN,Men,Ice Hockey,Ice Hockey,1928,Gold
"TCHEPALOVA, Julija",RUS,Women,Cross Country Skiing,30KM,1998,Gold
"TCHEPALOVA, Julija",RUS,Women,Cross Country Skiing,10KM,2002,Silver
"TCHEPALOVA, Julija",RUS,Women,Cross Country Skiing,15KM Mass Start,2002,Bronze
"TCHEPALOVA, Julija",RUS,Women,Cross Country Skiing,Sprint 1.5KM,2002,Gold
"TCHEPALOVA, Julija",RUS,Women,Cross Country Skiing,30KM,2006,Silver
"TCHEPALOVA, Julija",RUS,Women,Cross Country Skiing,4X5KM Relay,2006,Gold
"TCHEPIKOV, Sergei",URS,Men,Biathlon,10KM,1988,Bronze
"TCHEPIKOV, Sergei",URS,Men,Biathlon,4X7.5KM Relay,1988,Gold
"TCHEPIKOV, Sergei",EUN,Men,Biathlon,4X7.5KM Relay,1992,Silver
"TCHEPIKOV, Sergei",RUS,Men,Biathlon,10KM,1994,Gold
"TCHEPIKOV, Sergei",RUS,Men,Biathlon,4X7.5KM Relay,1994,Silver
"TCHEPIKOV, Sergei",RUS,Men,Biathlon,4X7.5KM Relay,2006,Silver
"TCHEREZOV, Ivan",RUS,Men,Biathlon,4X7.5KM Relay,2006,Silver
"TCHEREZOV, Ivan",RUS,Men,Biathlon,4X7.5KM Relay,2010,Bronze
"TCHERNICH, Aleksandr",URS,Men,Ice Hockey,Ice Hockey,1988,Gold
"TCHOUDOV, Maxim",RUS,Men,Biathlon,4X7.5KM Relay,2010,Bronze
"TEICHMANN, Axel",GER,Men,Cross Country Skiing,50KM,2010,Silver
"TEICHMANN, Axel",GER,Men,Cross Country Skiing,Team Sprint,2010,Silver
"TELLQVIST, Mikael",SWE,Men,Ice Hockey,Ice Hockey,2006,Gold
"TEN, Denis",KAZ,Men,Figure skating,Individual,2014,Bronze
"TEPES, Miran",YUG,Men,Ski Jumping,K120 Team (90M),1988,Silver
"TER MORS, Jorien",NED,Women,Speed skating,1500M,2014,Gold
"TER MORS, Jorien",NED,Women,Speed skating,Team Pursuit,2014,Gold
"TERENTYEV, Fyodor",URS,Men,Cross Country Skiing,4X10KM Relay,1956,Gold
"TERENTYEV, Fyodor",URS,Men,Cross Country Skiing,50KM,1956,Bronze
"TETER, Hannah",USA,Women,Snowboard,Half-Pipe,2006,Gold
"TETER, Hannah",USA,Women,Snowboard,Half-Pipe,2010,Silver
"TEURAJÄRVI, Pertti",FIN,Men,Cross Country Skiing,4X10KM Relay,1976,Gold
"TEURAJÄRVI, Pertti",FIN,Men,Cross Country Skiing,4X10KM Relay,1980,Bronze
